"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(16, 19)","(17, 41)","(32, 49)","(56, 46)","(56, 21)","(40, 13)","(36, 31)",,,,,,,
"(16, 19)","(17, 41)","(32, 49)","(56, 46)","(55, 20)","(40, 13)","(36, 31)",,,,,,,
"(16, 19)","(17, 41)","(32, 49)","(56, 46)","(55, 20)","(37, 12)","(36, 31)",,,,,,,
"(16, 19)","(17, 41)","(32, 49)","(58, 44)","(55, 19)","(40, 13)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(55, 20)","(40, 13)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(57, 44)","(55, 20)","(40, 13)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(57, 44)","(55, 20)","(37, 12)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(55, 20)","(41, 13)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(55, 20)","(41, 13)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(34, 47)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(33, 16)","(50, 21)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(33, 16)","(50, 21)","(55, 41)","(29, 45)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(54, 42)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(54, 42)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(54, 42)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(43, 17)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(50, 21)","(54, 42)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(41, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(19, 21)","(34, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 15)","(18, 42)","(31, 49)","(58, 44)","(55, 20)","(39, 12)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(31, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(55, 20)","(40, 13)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(55, 20)","(40, 13)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(55, 20)","(40, 13)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(55, 20)","(40, 13)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(16, 19)","(18, 42)","(32, 49)","(58, 44)","(54, 20)","(40, 13)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 40)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(37, 47)","(18, 36)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(32, 46)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 40)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(54, 25)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
"(18, 23)","(40, 16)","(53, 24)","(55, 41)","(29, 45)","(19, 38)","(36, 31)",,,,,,,
