"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(67, 54)","(42, 60)","(30, 51)","(48, 45)",7.4 km/h,,,,,,,
"(27, 33)","(30, 56)","(43, 63)","(69, 58)","(66, 34)","(51, 27)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(63, 36)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(46, 61)","(33, 55)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(27, 35)","(27, 53)","(51, 63)","(69, 58)","(67, 35)","(51, 27)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(42, 60)","(30, 51)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(66, 56)","(42, 60)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(30, 51)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(66, 56)","(42, 60)","(29, 51)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(41, 60)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(67, 54)","(43, 60)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(65, 38)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(45, 30)","(63, 36)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(67, 54)","(42, 60)","(29, 51)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(45, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(66, 40)","(66, 56)","(40, 59)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(54, 31)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(54, 31)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(54, 31)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(66, 40)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(63, 36)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(45, 30)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(41, 59)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 32)","(30, 56)","(43, 63)","(68, 59)","(67, 35)","(51, 27)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 39)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(28, 33)","(30, 56)","(43, 63)","(68, 59)","(66, 34)","(54, 27)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(66, 55)","(41, 59)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(41, 59)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(27, 34)","(30, 56)","(43, 63)","(68, 59)","(67, 35)","(51, 27)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(44, 61)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(28, 33)","(30, 56)","(43, 63)","(69, 58)","(66, 34)","(52, 27)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(45, 30)","(63, 36)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(53, 31)","(66, 40)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 32)","(31, 57)","(43, 63)","(68, 59)","(65, 34)","(51, 27)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(28, 33)","(30, 56)","(43, 63)","(68, 59)","(66, 34)","(51, 27)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(29, 38)","(51, 30)","(65, 38)","(66, 55)","(40, 59)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(28, 33)","(30, 56)","(43, 63)","(69, 58)","(67, 35)","(51, 27)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(66, 55)","(43, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(39, 58)","(29, 50)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(42, 60)","(29, 50)","(48, 45)",7.4 km/h,,,,,,,
"(27, 33)","(31, 57)","(43, 63)","(68, 59)","(66, 34)","(51, 27)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(65, 38)","(66, 55)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(45, 30)","(62, 35)","(66, 56)","(39, 58)","(29, 50)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(65, 38)","(66, 55)","(41, 59)","(30, 52)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(51, 30)","(66, 40)","(67, 54)","(42, 60)","(30, 52)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 51)","(47, 45)",7.4 km/h,,,,,,,
"(28, 33)","(30, 56)","(43, 63)","(69, 58)","(66, 34)","(51, 27)","(48, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(50, 61)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(52, 30)","(65, 38)","(67, 54)","(41, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(27, 33)","(30, 56)","(43, 63)","(69, 58)","(67, 35)","(51, 27)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(46, 30)","(61, 35)","(66, 56)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
"(30, 37)","(54, 31)","(66, 40)","(66, 55)","(40, 59)","(29, 50)","(47, 45)",7.4 km/h,,,,,,,
